"movie_title","director_name","duration","actor_1_name","actor_2_name","actor_3_name","language","gross","budget","movie_facebook_likes","country","imdb_score","plot_keywords","genres_1","genres_2","genres_3","profit","returnOnInvesement"
"Whale Rider ","Niki Caro",101,"Keisha Castle-Hughes","Rawiri Paratene","Tammy Davis","English",20772796,6e+06,0,"New Zealand",7.6,"girl|maori|new zealand|tradition|whale","Drama","Family",NA,14772796,246.213266666667
"Paa ","R. Balki",133,"Vidya Balan","Abhishek Bachchan","Paresh Rawal","Hindi",199228,1.5e+08,504,"India",7.2,"adult actor playing minor|politician|progeria|reference to spiderman|school","Comedy","Drama",NA,-149800772,-99.8671813333333
"Cargo ","Ivan Engler",112,"Yangzom Brauen","Claude-Oliver Rudolph","Anna Katharina Schwabroh","German",25517500,4500000,2000,"Switzerland",6.2,"23rd century|lucid dream|outer space|space travel|trapped in space","Mystery","Sci-Fi","Thriller",21017500,467.055555555556
"Pan ","Joe Wright",111,"Hugh Jackman","Cara Delevingne","Nonso Anozie","English",34964818,1.5e+08,24000,"USA",5.8,"1940s|child hero|fantasy world|orphan|reference to peter pan","Adventure","Family","Fantasy",-115035182,-76.6901213333333
"High School Musical ","Kenny Ortega",98,"Lucas Grabeel","Corbin Bleu","Olesya Rulin","English",25517500,4200000,0,"USA",5.2,"audition|basketball|high school|singing|teenager","Comedy","Drama","Family",21317500,507.559523809524
"Animal Kingdom ",NA,60,"Dorian Missick","Daniella Alonso","Ellen Barkin","English",25517500,2e+07,0,"USA",8.1,"based on film|brother brother relationship|crime family|remake|southern california","Crime","Drama",NA,5517500,27.5875
"Love and Death on Long Island ","Richard Kwietniowski",93,"Jason Priestley","Maury Chaykin","Danny Webb","English",2542264,2e+07,61,"UK",7.1,"actor|love|obsession|obsessive love|star","Comedy","Drama",NA,-17457736,-87.28868
"Night Watch ","Timur Bekmambetov",104,"Konstantin Khabenskiy","Aleksey Chadov","Zhanna Friske","Russian",1487477,4200000,0,"Russia",6.5,"battle|bridge|mother son relationship|supernatural power|vampire","Fantasy","Thriller",NA,-2712523,-64.583880952381
"The Crying Game ","Neil Jordan",112,"Jim Broadbent","Miranda Richardson","Stephen Rea","English",62549000,2300000,0,"UK",7.3,"androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love","Crime","Drama","Romance",60249000,2619.52173913043
"Porky's ","Bob Clark",94,"Art Hindle","Susan Clark","Tony Ganios","English",105500000,4e+06,0,"Canada",6.2,"female full frontal nudity|revenge|school|sheriff|virginity","Comedy",NA,NA,101500000,2537.5
"Survival of the Dead ","George A. Romero",90,"Julian Richings","Shawn Roberts","Kathleen Munroe","English",101055,4e+06,0,"USA",5,"delaware|feud|island|undead|zombie","Horror",NA,NA,-3898945,-97.473625
"Night of the Living Dead ","George A. Romero",96,"Judith O'Dea","Duane Jones","S. William Hinzman","English",25517500,114000,0,"USA",8,"cemetery|farmhouse|radiation|running out of gas|zombie","Drama","Horror","Mystery",25403500,22283.7719298246
"Lost in Translation ","Sofia Coppola",101,"Scarlett Johansson","Bill Murray","Catherine Lambert","English",44566004,4e+06,17000,"USA",7.8,"fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship","Drama",NA,NA,40566004,1014.1501
"Annie Hall ","Woody Allen",93,"Woody Allen","Carol Kane","Shelley Duvall","English",39200000,4e+06,0,"USA",8.1,"breaking the fourth wall|comedian|jewish|neurosis|singer","Comedy","Romance",NA,35200000,880
"The Greatest Show on Earth ","Cecil B. DeMille",152,"Gloria Grahame","Dorothy Lamour","Cornel Wilde","English",3.6e+07,4e+06,625,"USA",6.7,"circus|clown|elephant trainer|trapeze|trapeze artist","Drama","Family","Romance",3.2e+07,800
"Exodus: Gods and Kings ","Ridley Scott",150,"Christian Bale","María Valverde","Ben Mendelsohn","English",65007045,1.4e+08,51000,"UK",6.1,"egypt|exodus|moses|pharaoh|plague","Action","Adventure","Drama",-74992955,-53.5663964285714
"Monster's Ball ","Marc Forster",112,"Heath Ledger","Peter Boyle","Marcus Lyle Brown","English",31252964,4e+06,0,"USA",7.1,"cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex","Drama","Romance",NA,27252964,681.3241
"Maggie ","Henry Hobson",95,"Joely Richardson","J.D. Evermore","David A Cole","English",131175,8500000,22000,"USA",5.6,"father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse","Drama","Horror",NA,-8368825,-98.4567647058823
"Leaving Las Vegas ","Mike Figgis",111,"Nicolas Cage","Valeria Golino","Julian Sands","English",31968347,3600000,0,"USA",7.6,"alcoholic|bar|love|prostitute|sex","Drama","Romance",NA,28368347,788.009638888889
"Hansel & Gretel Get Baked ","Duane Journey",86,"Molly C. Quinn","Lara Flynn Boyle","Lochlyn Munro","English",25517500,4500000,0,"USA",4.3,"hansel and gretel|lesbian kiss|marijuana|witch|witchcraft","Comedy","Horror",NA,21017500,467.055555555556
"The Return of the Living Dead ","Dan O'Bannon",108,"Linnea Quigley","Clu Gulager","Beverly Randolph","English",25517500,4e+06,0,"USA",7.3,"crematorium|female frontal nudity|naked dead woman|paramedic|poison gas","Comedy","Horror","Sci-Fi",21517500,537.9375
"The Front Page ","Billy Wilder",105,"Austin Pendleton","Harold Gould","David Wayne","English",25517500,4e+06,661,"USA",7.3,"1920s|communist|escape from jail|newspaper|reporter","Comedy","Drama","Romance",21517500,537.9375
"The Boy Next Door ","Rob Cohen",91,"Ryan Guzman","Hill Harper","Adam Hicks","English",35385560,4e+06,8000,"USA",4.6,"adultery|argument|older woman younger man relationship|oral sex|sex scene","Mystery","Thriller",NA,31385560,784.639
"Trapeze ","Carol Reed",105,"Gina Lollobrigida","Katy Jurado","Sidney James","English",25517500,4e+06,283,"USA",6.8,"acrobat|circus|cripple|trapeze|trapeze artist","Drama","Romance",NA,21517500,537.9375
"Saving Grace ",NA,60,"Holly Hunter","Dylan Minnette","Bokeem Woodbine","English",25517500,2e+07,634,"USA",7.5,"catholic|death row|inmate|oklahoma city|sexual promiscuity","Drama","Fantasy",NA,5517500,27.5875
"The Kids Are All Right ","Lisa Cholodenko",106,"Josh Hutcherson","Mia Wasikowska","Yaya DaCosta","English",20803237,3500000,16000,"USA",7.1,"biological father|college|motorcycle|sperm|sperm donor","Comedy","Drama",NA,17303237,494.3782
"They Live ","John Carpenter",93,"Meg Foster","Peter Jason","George 'Buck' Flower","English",13008928,4e+06,27000,"USA",7.3,"alien|brainwashing|construction worker|sunglasses|teleportation","Horror","Sci-Fi","Thriller",9008928,225.2232
"The Great Escape ","John Sturges",172,"James Coburn","Donald Pleasence","Gordon Jackson","English",25517500,4e+06,8000,"USA",8.3,"digging|escape|escape attempt|prisoner|tunnel","Adventure","Drama","History",21517500,537.9375
"What the #$*! Do We (K)now!? ","William Arntz",109,"Marlee Matlin","Elaine Hendrix","Armin Shimerman","English",10941801,2e+07,2000,"USA",5.4,"consciousness|photographer|radical|science|scientist","Comedy","Documentary","Drama",-9058199,-45.290995
"The Last Exorcism Part II ","Ed Gass-Donnelly",93,"Muse Watson","Spencer Treat Clark","Ashley Bell","English",15152879,5e+06,0,"France",4,"car fire|evil|hospital|hotel|prophecy","Drama","Horror","Thriller",10152879,203.05758
"Boyhood ","Richard Linklater",165,"Ellar Coltrane","Lorelei Linklater","Libby Villari","English",25359200,4e+06,92000,"USA",8,"12 year time span|coming of age|domestic abuse|growing up|separated parents","Drama",NA,NA,21359200,533.98
"Scoop ","Woody Allen",96,"Scarlett Johansson","Kevin McNally","Geoff Bell","English",10515579,4e+06,0,"UK",6.7,"english garden|fake drowning|fake parent|musical instrument|poker the card game","Comedy","Crime","Mystery",6515579,162.889475
"Planet of the Apes ","Tim Burton",119,"Cary-Hiroyuki Tagawa","Estella Warren","Erick Avari","English",180011740,1e+08,0,"USA",5.7,"astronaut|cage|planet|wilhelm scream|year 2029","Action","Adventure","Sci-Fi",80011740,80.01174
"The Wash ","DJ Pooh",93,"Angell Conwell","Dr. Dre","DJ Pooh","English",10097096,4e+06,842,"USA",4.6,"african american stereotype|car wash|rent|roommate|threatening telephone call","Comedy",NA,NA,6097096,152.4274
"3 Strikes ","DJ Pooh",82,"Mo'Nique","Mike Epps","Faizon Love","English",9821335,6e+06,118,"USA",4,"adult diaper|diaper|digit in title|dream|sawed off shotgun","Comedy",NA,NA,3821335,63.6889166666667
"The Cooler ","Wayne Kramer",101,"Estella Warren","Paul Sorvino","Shawn Hatosy","English",8243880,3200000,762,"USA",7,"female pubic hair|girl in panties|leg spreading|public nudity|sex in bed","Crime","Drama","Fantasy",5043880,157.62125
"The Misfits ","John Huston",120,"Montgomery Clift","Kevin McCarthy","Thelma Ritter","English",25517500,4e+06,0,"USA",7.4,"cowboy|divorce|horse|sexy|wild horse","Drama","Romance","Western",21517500,537.9375
"The Night Listener ","Patrick Stettner",81,"Robin Williams","Joe Morton","Rory Culkin","English",7825820,4e+06,576,"USA",5.9,"boy|radio show|social worker|telephone|wisconsin","Crime","Mystery","Thriller",3825820,95.6455
"The Jerky Boys ","James Melkonian",82,"Vincent Pastore","William Hickey","Peter Appel","English",7557877,2e+07,138,"USA",4.6,"critically bashed|mafia|police|telephone|unemployment","Comedy","Crime",NA,-12442123,-62.210615
"My Soul to Take ","Wes Craven",107,"Frank Grillo","Emily Meade","Zena Grey","English",14637490,2.5e+07,0,"USA",4.8,"evil|killer|murder|psychopath|serial killer","Horror","Mystery","Thriller",-10362510,-41.45004
"The Orphanage ","J.A. Bayona",105,"Geraldine Chaplin","Belén Rueda","Fernando Cayo","Spanish",7159147,3400000,11000,"Spain",7.5,"dead children|ghost|missing child|orphan|orphanage","Drama","Mystery","Thriller",3759147,110.563147058824
"A Haunted House 2 ","Michael Tiddes",86,"Ashley Rickards","Essence Atkins","Gabriel Iglesias","English",17314483,4e+06,0,"USA",4.7,"bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm","Comedy","Fantasy",NA,13314483,332.862075
"The Rules of Attraction ","Roger Avary",110,"Ian Somerhalder","Faye Dunaway","Clifton Collins Jr.","English",6525762,4e+06,0,"USA",6.7,"bisexual|college|drug dealer|drugs|student","Comedy","Drama","Romance",2525762,63.14405
"Topaz ","Alfred Hitchcock",127,"Roscoe Lee Browne","John Vernon","Philippe Noiret","English",25517500,4e+06,414,"USA",6.3,"1960s|agent|cuba|intelligence|spy","Drama","Thriller",NA,21517500,537.9375
"Let's Go to Prison ","Bob Odenkirk",90,"Dylan Baker","Chi McBride","Amy Hill","English",4613815,2e+07,931,"USA",6,"illinois|judge|male full back nudity|revenge|wine tasting","Comedy","Crime",NA,-15386185,-76.930925
"Four Rooms ","Allison Anders",110,"Salma Hayek","Alicia Witt","Lili Taylor","English",4301331,4e+06,0,"USA",6.7,"bellhop|coven|gangster|hotel|new year's eve","Comedy","Fantasy",NA,301331,7.533275
"Secretary ","Steven Shainberg",104,"Jeremy Davies","Stephen McHattie","Lesley Ann Warren","English",4046737,4e+06,15000,"USA",7.1,"bdsm|employer employee relationship|hospital|mental hospital|secretary","Comedy","Drama","Romance",46737,1.168425
"The Real Cancun ","Rick de Oliveira",96,"Laura Ramsey","Alan Taylor","Benjamin Fletcher","English",3713002,8e+06,131,"USA",2.7,"cancun mexico|mexico|spring break|vacation|wisconsin","Documentary",NA,NA,-4286998,-53.587475
"Talk Radio ","Oliver Stone",110,"Michael Wincott","Zach Grenier","Bill Johnson","English",3468572,4e+06,816,"USA",7.3,"listener|neo nazi|radio|radio station|radio talk show","Drama",NA,NA,-531428,-13.2857
"Waiting for Guffman ","Christopher Guest",84,"Catherine O'Hara","Fred Willard","Larry Miller","English",2892582,4e+06,0,"USA",7.6,"amateur theater|dentist|missouri|small town|travel agent","Comedy",NA,NA,-1107418,-27.68545
"Love Stinks ","Jeff Franklin",94,"Ivana Milicevic","Tyra Banks","Bridgette Wilson-Sampras","English",2800000,4e+06,309,"USA",5.8,"black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman","Comedy",NA,NA,-1200000,-30
"You Kill Me ","John Dahl",93,"Philip Baker Hall","Aaron Hughes","Jayne Eastwood","English",2426851,4e+06,830,"USA",6.5,"alcoholic|buffalo new york|claim in title|embalming|mortuary","Comedy","Crime","Romance",-1573149,-39.328725
"Thumbsucker ","Mike Mills",96,"Kelli Garner","Lou Taylor Pucci","Nancy O'Dell","English",1325073,4e+06,708,"USA",6.6,"attention deficit disorder|debate|drugs|psychologist|school","Comedy","Drama",NA,-2674927,-66.873175
"Red State ","Kevin Smith",88,"Anna Gunn","Michael Angarano","Stephen Root","English",25517500,4e+06,16000,"USA",6.2,"atf agent|ball gag|cult leader|pastor|pretending to be dead","Action","Crime","Horror",21517500,537.9375
"Mirrormask ","Dave McKean",101,"Stephanie Leonidas","Gina McKee","Rob Brydon","English",864959,4e+06,0,"UK",6.9,"circus|dark fantasy|dream|dream world|fantasy world","Adventure","Fantasy",NA,-3135041,-78.376025
"Samsara ","Ron Fricke",102,"Collin Alfredo St. Dic","Balinese Tari Legong Dancers","Puti Sri Candra Dewi","None",2601847,4e+06,26000,"USA",8.5,"hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park","Documentary","Music",NA,-1398153,-34.953825
"The Barbarians ","Ruggero Deodato",87,"Michael Berryman","Eva LaRue","Richard Lynch","English",8e+05,4e+06,550,"USA",4.8,"bare breasts|comic relief|dragon|gladiator|harem","Adventure","Fantasy",NA,-3200000,-80
"The Art of Getting By ","Gavin Wiesen",83,"Michael Angarano","Blair Underwood","Rita Wilson","English",1429260,2e+07,0,"USA",6.6,"art teacher|artist|high school|homework|principal","Drama","Romance",NA,-18570740,-92.8537
"Zipper ","Mora Stephens",103,"Ray Winstone","Alexandra Breckenridge","Elena Satine","English",25517500,4500000,987,"USA",5.7,"escort|f word|no opening credits|one word title|prosecutor","Drama","Thriller",NA,21017500,467.055555555556
"Poolhall Junkies ","Mars Callahan",99,"Chazz Palminteri","Ricky Schroder","Ernie Reyes Jr.","English",562059,4e+06,872,"USA",7,"beating|hustler|jail|money|revenge","Drama","Thriller",NA,-3437941,-85.948525
"The Loss of Sexual Innocence ","Mike Figgis",106,"Kelly Macdonald","Saffron Burrows","Julian Sands","English",399793,4e+06,111,"USA",5.4,"1950s|italian|murder|tunisia|vomiting","Drama",NA,NA,-3600207,-90.005175
"Holy Motors ","Leos Carax",115,"Kylie Minogue","Leos Carax","Denis Lavant","French",25517500,2e+07,12000,"France",7.1,"boudoir|death|insanity|male full frontal nudity|penis","Drama","Fantasy",NA,5517500,27.5875
"Joe ","David Gordon Green",117,"Nicolas Cage","Tye Sheridan","Ronnie Gene Blevins","English",371897,4e+06,11000,"USA",6.9,"alcoholic|cigarette smoking|father son relationship|teenage boy|woods","Drama",NA,NA,-3628103,-90.702575
"Shooting Fish ","Stefan Schwartz",99,"Peter McNamara","Dan Futterman","Ralph Ineson","English",302204,3e+06,167,"UK",6.6,"con artist|money|orphan|scam|secretary","Comedy","Crime","Romance",-2697796,-89.9265333333333
"Prison ","Renny Harlin",102,"Viggo Mortensen","Lane Smith","Hal Landon Jr.","English",354704,1300000,314,"USA",5.9,"electric chair|haunting|prison|prisoner|revenge","Crime","Drama","Horror",-945296,-72.7150769230769
"Psycho Beach Party ","Robert Lee King",85,"Lauren Ambrose","Kathleen Robertson","Beth Broderick","English",265107,1500000,614,"Australia",6.3,"cliche|exchange student|slasher|spoof|surfing","Comedy","Horror","Mystery",-1234893,-82.3262
"The Big Tease ","Kevin Allen",86,"Craig Ferguson","Frances Fisher","Mary McCormack","English",185577,4e+06,182,"UK",6.3,"competition|fake documentary|hairdresser|nudity|reference to liberace","Comedy",NA,NA,-3814423,-95.360575
"Buen Día, Ramón ","Jorge Ramírez Suárez",120,"Hector Kotsifakis","Adriana Barraza","Arcelia Ramírez","German",100412,4e+06,0,"Mexico",7.7,NA,"Drama",NA,NA,-3899588,-97.4897
"Trust ","David Schwimmer",106,"Noah Emmerich","Jordan Trovillion","Zoe Levin","English",58214,9500000,10000,"USA",7,"counselor|fbi|revenge motive|school|teenage girl","Crime","Drama","Thriller",-9441786,-99.3872210526316
"An Everlasting Piece ","Barry Levinson",103,"Anna Friel","Brían F. O'Byrne","Pauline McLynn","English",75078,1.4e+07,132,"USA",6.3,"alopecia|belfast northern ireland|ireland|irish republican army|scalper","Comedy",NA,NA,-13924922,-99.4637285714286
"Among Giants ","Sam Miller",93,"Rachel Griffiths","Alan Williams","Rob Jarvis","English",64359,2500000,108,"UK",5.9,"australian|female armpit hair|friend|sheffield|yorkshire","Comedy","Romance",NA,-2435641,-97.42564
"Adore ","Anne Fontaine",112,"Robin Wright","Naomi Watts","Ben Mendelsohn","English",317125,1.6e+07,0,"Australia",6.2,"beach|friend|friendship|happiness|neighbor","Drama","Romance",NA,-15682875,-98.01796875
"The Velocity of Gary ","Dan Ireland",100,"Salma Hayek","Danny Arroyo","Olivia d'Abo","English",25517500,4e+06,98,"USA",5,"dying|hospital|parenthesis in title|punctuation in title|tears","Comedy","Drama","Romance",21517500,537.9375
"Mondays in the Sun ","Fernando León de Aranoa",113,"Luis Tosar","Enrique Villén","Aida Folch","Spanish",146402,4e+06,0,"Spain",7.7,"australia|bar|shipyard|siamese twins|tuna","Comedy","Drama",NA,-3853598,-96.33995
"Stake Land ","Jim Mickle",98,"Connor Paolo","Michael Cerveris","Nick Damici","English",18469,650000,0,"USA",6.5,"canada|post apocalypse|road movie|vampire|vampire hunter","Drama","Horror","Sci-Fi",-631531,-97.1586153846154
"Sonny with a Chance ",NA,23,"Doug Brochu","Tiffany Thornton","Brandon Mychal Smith","English",25517500,2e+07,325,"USA",6.1,"cafeteria|female protagonist|rival|teenage girl|teenager","Comedy","Family","Romance",5517500,27.5875
"The Last Time I Committed Suicide ","Stephen Kay",92,"Keanu Reeves","Marg Helgenberger","Gretchen Mol","English",12836,4e+06,161,"USA",5.8,"1940s|female bare foot|picket fence|tire|vomiting","Biography","Drama",NA,-3987164,-99.6791
"Futuro Beach ","Karim Aïnouz",106,"Wagner Moura","Clemens Schick","Jesuíta Barbosa","Portuguese",20262,4e+06,278,"Brazil",6.1,"gay|male frontal nudity|male nudity|male rear nudity|nudity","Drama",NA,NA,-3979738,-99.49345
"Another Happy Day ","Sam Levinson",119,"George Kennedy","Ezra Miller","Demi Moore","English",25517500,4e+06,798,"USA",6,"countryside|marriage|maryland|usa|wedding","Comedy","Drama",NA,21517500,537.9375
"A Lonely Place to Die ","Julian Gilbey",99,"Ed Speleers","Eamonn Walker","Sean Harris","English",25517500,4e+06,0,"UK",6.3,"kidnapper|mountaineering|scotland|scottish highlands|sniper","Action","Adventure","Crime",21517500,537.9375
"Nothing ","Vincenzo Natali",90,"David Hewlett","Angelo Tsarouchas","Marie-Josée Croze","English",25517500,2e+07,688,"Canada",6.3,"imagination|one word title|part animation|surrealism|virtual reality","Comedy","Fantasy",NA,5517500,27.5875
"The Geographer Drank His Globe Away ","Aleksandr Veledinskiy",120,"Konstantin Khabenskiy","Elena Lyadova","Eugenia Khirivskaya","Russian",25517500,4e+06,282,"Russia",7.5,"rafting|russia|school|student|teacher","Adventure","Drama",NA,21517500,537.9375
"1776 ","Peter H. Hunt",168,"Blythe Danner","Ken Howard","Howard Caine","English",25517500,4e+06,0,"USA",7.6,"continental congress|debate|declaration of independence|massachusetts|pennsylvania","Drama","Family","History",21517500,537.9375
"Inescapable ","Ruba Nadda",93,"Saad Siddiqui","Bonnie Lee Bouman","Fadia Nadda","English",4063,4e+06,657,"Canada",5.2,NA,"Drama","Mystery","Romance",-3995937,-99.898425
"Hell's Angels ","Howard Hughes",96,"Jean Harlow","Marian Marsh","James Hall","English",25517500,3950000,279,"USA",7.8,"bomb|bombing mission|munitions|oxford|royal flying corps","Drama","War",NA,21567500,546.012658227848
"Purple Violets ","Edward Burns",103,"Debra Messing","Rosemarie DeWitt","Peter Jacobson","English",25517500,4e+06,296,"USA",6.6,"directed by star|written and directed by cast member","Comedy","Drama","Romance",21517500,537.9375
"The Veil ","Phil Joanou",93,"Lily Rabe","Shannon Woodward","Kira McLean","English",25517500,4e+06,0,"USA",4.7,"documentary crew|mass suicide|survivor|tied feet|tied up while barefoot","Horror",NA,NA,21517500,537.9375
"The Loved Ones ","Sean Byrne",84,"Robin McLeavy","Jessica McNamee","Victoria Thaine","English",25517500,2e+07,0,"Australia",6.7,"escape|high school|high school prom|prom|prom king","Horror","Thriller",NA,5517500,27.5875
"No Vacancy ","Chris Stokes",81,"Kristen Quintrall","Rachel Sterling","Black Thomas","English",25517500,4e+06,531,"USA",4.2,"motel|psychopath|psychopathic killer|road trip|vomiting","Horror",NA,NA,21517500,537.9375
"How to Fall in Love ","Mark Griffiths",84,"Eric Mabius","Gina Holden","Brooke D'Orsay","English",25517500,4e+06,170,"USA",6.3,NA,"Comedy","Romance",NA,21517500,537.9375
"The Perfect Wave ","Bruce Macdonald",94,"Rachel Hendrix","Cheryl Ladd","Diana Vickers","English",25517500,4e+06,365,"South Africa",4.7,"boyfriend girlfriend relationship|friend|praying|surfing|wave","Adventure","Biography","Drama",21517500,537.9375
"Ben-Hur ","Timur Bekmambetov",141,"Morgan Freeman","Ayelet Zurer","Moises Arias","English",25517500,1e+08,0,"USA",6,"chariot race|epic|false accusation|jerusalem|slave","Adventure","Drama","History",-74482500,-74.4825
"A Man for All Seasons ","Fred Zinnemann",120,"Robert Shaw","Susannah York","Paul Scofield","English",25517500,2e+06,2000,"UK",7.9,"catholic|chancellor|divorce|king henry viii|thomas more","Biography","Drama","History",23517500,1175.875
"Network ","Sidney Lumet",121,"Robert Duvall","Faye Dunaway","William Holden","English",25517500,3800000,17000,"USA",8.1,"media|monologue|television|television network|television news","Drama","Romance",NA,21717500,571.513157894737
"Gone with the Wind ","Victor Fleming",226,"Hattie McDaniel","George Reeves","Thomas Mitchell","English",198655278,3977000,16000,"USA",8.2,"battle of the sexes|gallantry|honesty|indifference|scandal","Drama","History","Romance",194678278,4895.10379683178
"Desert Dancer ","Richard Raymond",104,"Tom Cullen","Reece Ritchie","Marama Corlett","English",143653,4e+06,0,"UK",6,"dance|dancer|dancing|desert|iran","Biography","Drama",NA,-3856347,-96.408675
"Major Dundee ","Sam Peckinpah",152,"James Coburn","Slim Pickens","Warren Oates","English",14873,3800000,251,"USA",6.8,"apache|apache indian|confederate|mexico|scout","Adventure","War","Western",-3785127,-99.6086052631579
"Down for Life ","Alan Jacobs",92,"Snoop Dogg","Laz Alonso","Nicholas Gonzalez","English",25517500,2e+07,237,"USA",7.3,"latina|south central los angeles","Drama",NA,NA,5517500,27.5875
"Annie Get Your Gun ","George Sidney",107,"Keenan Wynn","Howard Keel","Betty Hutton","English",8e+06,3768785,456,"USA",7,"girl|gun|love|sharpshooter|the end","Biography","Comedy","Musical",4231215,112.270002135967
"Four Lions ","Christopher Morris",97,"Kayvan Novak","Riz Ahmed","Alex Macqueen","English",304137,2e+07,17000,"UK",7.3,"accidental shooting|bird|crow|exploding animal|muslim","Comedy","Crime","Drama",-19695863,-98.479315
"House of Sand ","Andrucha Waddington",115,"Fernanda Montenegro","Seu Jorge","Fernanda Torres","Portuguese",25517500,8e+06,385,"Brazil",7.5,"1910s|desert|dunes|goat|slave","Drama",NA,NA,17517500,218.96875
"Defendor ","Peter Stebbings",95,"Michael Kelly","Tony Nappo","Charlotte Sullivan","English",37606,3500000,0,"Canada",6.8,"gun running|organized crime|pimp|superhero|vigilante","Comedy","Crime","Drama",-3462394,-98.9255428571429
"The Pirate ","Vincente Minnelli",102,"Gladys Cooper","Reginald Owen","Ellen Ross","English",2956000,3700000,359,"USA",7.1,"hoop|horseback riding|love|pirate|singer","Adventure","Comedy","Musical",-744000,-20.1081081081081
"The Good Heart ","Dagur Kári",99,"Alice Olivia Clarke","Susan Blommaert","Stephen Henderson","English",19959,3800000,0,"Iceland",6.9,"bar|bartender|death|heart attack|mentor protege relationship","Drama",NA,NA,-3780041,-99.4747631578947
"The History Boys ","Nicholas Hytner",109,"Dominic Cooper","Russell Tovey","James Corden","English",2706659,2e+06,0,"UK",6.9,"gay|headmaster|oxford|school|teacher","Comedy","Drama",NA,706659,35.33295
"Unknown ","Jaume Collet-Serra",113,"Liam Neeson","Frank Langella","Aidan Quinn","English",61094903,3e+07,29000,"UK",6.9,"agriculture|airport|amnesia|nurse|scientist","Action","Mystery","Thriller",31094903,103.649676666667
"M*A*S*H ",NA,25,"David Ogden Stiers","Jamie Farr","Mike Farrell","English",25517500,2e+07,0,"USA",8.4,"colonel|doctor|korean war|major|nurse","Comedy","Drama","War",5517500,27.5875
"Midnight Cowboy ","John Schlesinger",113,"Brenda Vaccaro","Barnard Hughes","John McGiver","English",25517500,3600000,0,"USA",7.9,"gay|homosexual|homosexuality|hustler|male rear nudity","Drama",NA,NA,21917500,608.819444444444
"The Full Monty ","Peter Cattaneo",91,"Tom Wilkinson","Mark Addy","Lesley Sharp","English",45857453,3500000,0,"UK",7.2,"dole|male stripper|northern england|steel worker|unemployment","Comedy","Drama","Music",42357453,1210.21294285714
"Airplane! ","Jim Abrahams",88,"Peter Graves","Lloyd Bridges","Barbara Billingsley","English",83400000,3500000,16000,"USA",7.8,"air traffic controller|airplane|airport|pilot|spoof","Comedy",NA,NA,79900000,2282.85714285714
"Chain of Command ","Kevin Carraway",88,"Michael Jai White","Max Ryan","Jon Osbeck","English",25517500,5e+06,358,"USA",3.5,"army|michael jai white|ohio|steve austin","Action","Thriller",NA,20517500,410.35
"Friday ","F. Gary Gray",97,"Nia Long","John Witherspoon","Tony Cox","English",27900000,3500000,8000,"USA",7.3,"bully|drug dealer|first part|neighbor|neighborhood","Comedy","Drama",NA,24400000,697.142857142857
"Menace II Society ","Albert Hughes",97,"Jada Pinkett Smith","Larenz Tate","Khandi Alexander","English",27900000,3500000,0,"USA",7.5,"1990s|escape|graduation|hustler|street","Crime","Drama","Thriller",24400000,697.142857142857
"Empire ",NA,42,"Ta'Rhonda Jones","Gabourey Sidibe","Malik Yoba","English",25517500,2e+07,14000,"USA",7.8,"music business|new york city|record executive|record label|singer","Drama","Music",NA,5517500,27.5875
"Creepshow 2 ","Michael Gornick",85,"George Kennedy","Holt McCallany","Dorothy Lamour","English",1.4e+07,3500000,1000,"USA",6,"anthology|hit and run|hit by a car|living statue|melting woman","Comedy","Fantasy","Horror",10500000,300
"The Ballad of Cable Hogue ","Sam Peckinpah",121,"Slim Pickens","Jason Robards","L.Q. Jones","English",25517500,3716946,357,"USA",7.3,"desert|partner|prostitute|stagecoach|water","Comedy","Drama","Romance",21800554,586.51791013375
"In Cold Blood ","Richard Brooks",134,"John Forsythe","Robert Blake","Will Geer","English",25517500,3500000,0,"USA",8,"homoeroticism|kansas|murder|police|robbery","Biography","Crime","Drama",22017500,629.071428571429
"The Nun's Story ","Fred Zinnemann",149,"Colleen Dewhurst","Peter Finch","Beatrice Straight","English",25517500,3500000,930,"USA",7.6,"belgium|congo|convent|nun|nurse","Drama",NA,NA,22017500,629.071428571429
"Harper ","Jack Smight",121,"Janet Leigh","Robert Wagner","Shelley Winters","English",25517500,3500000,470,"USA",7,"kidnapping|los angeles california|neo noir|private detective|ransom","Action","Crime","Drama",22017500,629.071428571429
"Frenzy ","Alfred Hitchcock",116,"Bernard Cribbins","Jean Marsh","Clive Swift","English",25517500,2e+06,0,"UK",7.5,"penknife|police|rape|serial killer|united kingdom","Thriller",NA,NA,23517500,1175.875
"The Witch ","Robert Eggers",92,"Julian Richings","Kate Dickie","Ralph Ineson","English",25138292,3500000,43000,"USA",6.8,"black magic|goat|isolation|naked woman|witch","Horror","Mystery",NA,21638292,618.236914285714
